,StateName,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021,8/31/2021,9/30/2021,10/31/2021,11/30/2021,12/31/2021,1/31/2022,2/28/2022,3/31/2022,4/30/2022,5/31/2022,6/30/2022,7/31/2022,8/31/2022,9/30/2022,10/31/2022,11/30/2022,12/31/2022,1/31/2023,2/28/2023,3/31/2023,4/30/2023,5/31/2023,6/30/2023,7/31/2023,8/31/2023,9/30/2023,mean_price,median_price,skewness,std_deviation,25th_percentile,50th_percentile,75th_percentile,min_price,max_price,missing_percentage
0,AK,198579.2404,198628.0816,198679.431,198749.7471,198845.1515,198922.9485,199054.7969,199129.6094,199119.8746,199028.1997,198978.0428,199055.7453,199678.034,200660.1216,201943.7222,202950.3957,203813.2562,204552.0773,205241.7529,205763.3398,206041.5578,206180.3659,206336.7522,206606.6673,206841.3916,207043.1264,207224.2571,207474.5342,207701.8964,207875.217,208032.5729,208187.3287,208276.369,208314.4171,208371.077,208526.4056,208664.1573,208777.1711,208874.9189,209022.86,209249.0711,209564.5898,210065.58,210468.0441,210798.6228,211034.2408,211295.9099,211607.2423,211691.4236,211871.1425,212000.5172,212318.8629,212586.4849,212878.1709,213198.4388,213600.8005,214094.5899,214561.3672,214985.9429,215417.1484,215850.007,216226.2885,216523.0341,217295.7847,218241.1577,219653.6408,221265.863,223271.8299,225566.9212,227799.7361,229862.6063,231879.3689,233757.4958,235248.1347,236430.0331,237483.2992,238680.275,240033.4791,241548.3364,243230.8901,244740.4421,245865.0821,246969.8762,248340.3036,249978.1531,251219.624,252124.2435,252799.9119,253375.7743,253432.176,253352.3311,252922.0604,252109.2419,251363.8885,251424.5963,252620.5219,254106.9922,255011.5011,255428.1652,254859.4923,254185.7981,253441.6851,253199.4969,253278.4228,253388.2412,253495.2436,253423.4759,253306.3832,253208.0159,253206.5391,253241.2498,253145.2352,252768.5687,252225.8267,251708.5663,251258.0429,250879.1283,250376.3008,250013.6835,249844.1475,250001.5575,250080.1034,250226.6649,250404.897,250816.7238,251127.617,251405.8603,251754.5609,252025.2407,252124.8307,251834.0261,251467.4625,251075.1686,250702.4263,250338.1192,249990.4118,249733.6429,249633.6211,249642.4981,249778.0877,249835.3817,249731.4253,249604.3984,249558.2392,249849.8133,250084.0327,250539.2199,251225.3853,252270.476,254130.9587,255939.0161,257586.6763,259181.9139,259959.1251,260626.048,261259.9071,261804.1469,262063.8026,262101.3748,262179.7739,262626.1706,263550.4465,264665.2957,265947.0859,266936.0137,267425.869,267196.5569,266862.1453,266710.3945,266792.9296,266894.4237,267290.4593,268004.9765,268557.9535,269220.1261,269916.1382,270997.7069,271562.9359,272285.9391,273392.7719,274922.7704,276079.3216,276853.431,277822.5224,279218.0244,280411.0055,281592.8396,282926.1694,284601.4175,285981.3131,286882.7338,287323.269,287696.0484,287900.1084,287910.1378,288148.7145,288746.7587,289571.6172,290173.9304,290759.6967,291605.3371,292795.6092,293860.2157,294696.6781,295104.8882,294979.2624,294624.7996,294634.5981,294981.0034,295574.0494,296078.8228,296770.7879,297625.9339,298982.4382,300545.7028,301814.6112,302604.6506,303419.1681,304700.3877,305924.214,306687.5206,306643.123,306689.5377,306696.9832,307282.753,307309.8094,307281.9875,306882.1007,308202.3396,310921.8123,314106.3824,316840.3648,318371.7759,319667.633,320737.1094,321743.1766,322800.9834,324055.6005,325602.0256,327086.906,328275.7179,329114.4025,329796.2151,330363.6067,329890.5964,328694.958,327867.2221,328967.2458,331574.736,334157.6761,336576.8953,338423.6234,339695.0232,340730.1028,341561.5332,342943.4082,344779.391,347373.0953,351001.5506,353944.6778,356087.5667,357476.8683,358868.6696,360668.779,362107.4344,363200.7475,364906.6638,367641.6411,371485.5373,375164.3184,377636.7577,378747.4338,378513.6139,378043.7267,377240.1147,376227.9164,374397.6944,372841.7584,371671.0359,371601.5645,372465.854,374324.4884,375987.1242,377149.9392,376805.2219,268317.5489,253468.4643,0.590227555,52144.06517,229862.6063,253436.9305,297198.3609,0.590227555,378747.4338,0.00%
1,AL,98251.54676,98308.1057,98357.52027,98460.08502,98591.58565,98735.64709,98890.75788,99029.38672,99182.80988,99330.41111,99513.41339,99725.50537,99957.39037,100157.2825,100330.1497,100486.1487,100666.7103,100873.8753,101077.5113,101231.7116,101362.2043,101513.9103,101658.6973,101775.2127,101803.463,101849.146,101885.8599,101994.7449,102169.381,102387.5269,102620.0205,102792.2705,102947.992,103087.581,103255.6877,103434.7283,103572.5712,103717.7309,103864.8537,104083.8432,104293.5515,104485.5197,104664.1873,104822.5368,104986.4233,105123.8404,105293.2557,105473.1,105642.8553,105790.4066,105965.306,106181.311,106468.452,106783.7777,107164.2101,107500.0161,107822.43,108138.6929,108521.5245,108938.3532,109306.2563,109619.269,109979.7182,110443.7136,110844.3388,111227.7347,111593.1531,112030.3764,112439.8423,112896.4782,113419.7619,113994.6044,114542.7102,115077.1074,115635.7232,116260.2415,116904.1018,117504.683,118067.8235,118668.0228,119217.0521,119794.0465,120163.9793,120502.9063,120716.4061,121047.4488,121548.069,122147.7035,122521.8391,122616.6528,122560.0361,122629.675,122746.514,122885.5392,123026.0571,123126.8197,123161.8678,123152.8331,123109.5607,122951.3739,122740.9385,122603.3335,122654.1321,122728.9976,122759.2858,122665.0191,122561.956,122371.4021,122179.7086,121951.5109,121720.923,121431.9221,121030.2224,120545.1159,120014.9362,119560.6742,119172.177,118834.0397,118486.1469,118119.5663,117849.2301,117562.6922,117236.6296,116777.6234,116338.9293,115890.2464,115491.0533,115142.751,114873.4044,114668.0597,114365.9555,113999.601,113563.5752,113010.4714,112517.5448,112039.998,111805.029,111582.0047,111435.1716,111254.5567,111063.0547,110845.1999,110603.1837,110391.972,110238.8737,110170.3599,110297.1056,110724.0269,111522.1775,112596.3844,113629.5534,114332.7897,115084.9207,115869.8146,116773.7394,117442.5987,117808.4592,117955.3935,118138.62,118528.5446,119144.8043,119692.4958,120025.967,120298.8022,120551.8339,121022.3006,121469.5713,122044.5479,122725.9716,123571.9457,124298.5379,124844.6812,125163.3421,125202.2993,125232.0591,125224.1759,125138.3286,124716.6973,124310.8309,124038.7024,123907.0135,123760.5779,123760.1667,124101.8301,124621.2126,125145.9151,125542.1257,125843.5462,126067.0031,126340.1608,126607.7531,127035.1548,127549.6056,128134.32,128382.82,128672.3231,128883.252,129291.9789,129426.5594,129557.9502,129710.5542,130013.3352,130256.5491,130475.7345,130667.2338,130854.532,130960.7973,131080.6958,131153.1295,131292.3354,131602.7469,132067.0127,132631.045,133170.4106,133741.2118,134253.6292,134741.3101,135159.6863,135784.8767,136249.5584,136635.1054,136745.3814,137122.3252,137557.3338,138019.9748,138068.162,138175.9859,138346.1637,139013.0551,140026.2699,141375.2232,142434.6154,143138.6353,143673.4783,144280.0056,144966.2806,145461.2553,146105.6795,146949.4245,148046.0712,149021.9708,149827.5687,150749.54,151803.5603,152762.0605,153549.4578,154330.5816,155489.7672,157203.0972,159104.1377,161016.22,162521.1636,163878.5486,165285.2503,166934.1256,168912.3469,171263.7332,173963.2241,176620.8589,178758.4836,180231.0865,181714.6458,183611.6131,185567.358,187550.8664,189328.0956,191214.6831,193354.2547,195459.6715,197725.129,199138.7788,199923.3223,199778.6211,199425.6566,198881.4983,198414.0083,198007.8613,197777.9022,198204.3162,199315.83,200937.7514,202297.8269,202937.6014,202912.4911,202752.8676,127843.6684,121634.496,1.510044623,27220.82844,110844.3388,121508.8202,132349.0288,1.510044623,202937.6014,0.00%
2,AR,73756.02389,73823.6882,73942.63531,74164.86432,74412.07969,74580.6744,74705.79449,74810.05588,74963.87894,75144.01544,75444.29221,75853.01518,76337.36946,76632.81888,76807.41656,76914.31415,77149.1667,77389.40865,77654.20857,77855.75964,78063.98228,78207.36764,78325.08279,78375.26297,78386.72366,78407.53745,78486.33362,78616.93779,78846.36811,79095.81966,79402.25489,79621.55954,79860.86209,80068.99888,80313.7596,80524.30439,80592.30697,80654.03517,80744.18411,80886.4381,81086.77007,81391.44381,81705.48926,81970.19648,82289.19549,82638.20733,82995.1632,83302.78194,83558.51539,83877.80048,84258.39761,84738.79847,85122.78302,85501.55951,85860.58849,86211.46444,86591.42864,86994.95914,87410.7263,87796.48505,88208.30166,88680.50885,89240.85177,89898.14005,90579.69562,91235.6007,91854.56459,92404.03476,92958.32662,93504.88935,94113.93294,94689.05411,95195.8336,95643.9092,96117.95757,96627.60724,97118.65696,97552.02221,97951.177,98280.56798,98620.97322,98905.19644,99222.10683,99507.79066,99771.44042,100035.6752,100267.2507,100491.4784,100544.6635,100532.7418,100506.1394,100556.8183,100626.4282,100778.8223,100825.5942,100851.5571,100831.4458,100923.8196,101002.6208,101060.3796,100995.8723,100849.3262,100716.0335,100551.5609,100452.2428,100300.6747,100169.8222,99989.06981,99784.9268,99442.47714,99018.73631,98578.17171,98212.30111,97957.34223,97634.51014,97217.0649,96724.43354,96354.31924,96159.85711,96075.12451,96026.73353,95955.64393,95907.33956,95903.19592,95934.92391,95931.515,95856.98177,95772.40315,95591.77411,95437.1084,95219.40569,94961.67853,94685.99205,94423.70379,94233.00673,94046.50778,93860.51649,93791.53934,93819.52634,93914.32262,94005.21608,94064.26793,94088.79303,94058.37921,94082.93977,94240.2359,94464.5419,94695.70369,95078.67716,95597.85711,96136.20233,96385.52983,96612.76088,96708.37161,96768.54961,96859.84189,96969.36721,97129.25174,97320.02662,97392.6575,97400.30976,97312.9729,97101.43017,97012.18116,96970.59271,97098.1722,96995.19628,96774.8732,96708.9371,96921.8943,97130.42547,97272.22595,97383.50569,97513.86927,97658.15075,97888.52116,98120.75213,98120.05775,98092.63953,98065.07027,98168.91016,98172.98513,98347.27523,98678.17666,99084.79155,99499.25249,99942.39372,100484.8313,100972.7517,101498.8772,101893.3416,102347.4074,102890.7492,103416.5508,103667.6726,103769.7556,103914.4249,104339.4012,104634.8123,105064.8731,105447.8063,106012.8779,106393.2791,106673.2267,106811.0588,106921.1502,107030.4995,107146.5746,107277.8214,107420.9986,107728.5857,108044.7302,108438.5003,108850.5027,109277.5414,109690.1364,110026.5438,110366.4176,110956.679,111482.2342,111963.9613,111950.8859,112085.646,112087.3556,112267.6104,112116.4857,112230.868,112459.5527,112917.387,113412.6322,114062.0239,114802.3613,115484.259,116112.6226,116524.7676,116792.3743,116795.6054,116958.5337,117278.5275,117802.4536,117991.319,118263.9915,118787.4337,119950.6033,121090.9692,122051.2814,123069.3628,124486.3299,126421.4754,128146.5007,129468.8169,130159.7004,130758.9041,131618.5981,132883.3909,134325.6941,135902.4823,137715.254,139477.2695,141028.3082,142101.9575,143330.3628,144854.6795,146533.8562,148306.2319,149726.5506,150692.1808,151453.9977,152175.6899,153293.8767,154059.7653,154420.5286,154136.0827,153767.8287,153301.5876,152865.0089,152326.1924,152143.1352,152618.0746,153830.0218,155316.6913,156434.7572,156980.3633,156952.5196,156906.5138,102605.3334,98078.8549,1.155223984,21009.9979,93791.53934,98011.20625,108241.6153,1.155223984,156980.3633,0.00%
3,AZ,117900.9044,117987.1162,118141.4698,118473.2218,118894.0581,119316.5892,119723.6309,120119.035,120555.8659,121005.4082,121459.5864,121860.4206,122250.9842,122643.2303,123069.6851,123509.0573,123937.0658,124391.2242,124857.7852,125361.7394,125837.1498,126305.3883,126760.6685,127199.0322,127602.6364,127976.0378,128377.3699,128828.7508,129317.5981,129846.3257,130382.7106,130941.8372,131481.958,132035.9903,132576.2346,133105.1561,133612.5311,134164.8769,134749.1603,135398.4415,136099.1107,136858.036,137688.6804,138669.8741,139727.3131,140816.4856,141691.0378,142497.2933,143241.2872,144158.2328,145234.1131,146494.4955,147917.3112,149527.8067,151388.1108,153448.0529,155612.4491,157858.1682,160112.7361,162342.3314,164528.3706,166598.9177,168986.9403,171819.1317,175500.3444,179839.3733,184716.4954,189990.8994,195058.149,199636.6449,203350.672,206616.2173,209466.7581,212290.3582,215199.9911,217851.4397,220309.0924,222368.0566,224205.0138,225983.393,227285.0001,228151.6432,228391.0239,228476.9464,228220.7352,228178.7033,228093.6845,228188.2623,227940.3597,227503.2991,226852.4754,225933.1813,224625.9163,223312.5684,221820.9826,220452.3164,218781.1145,216715.1947,214117.2294,211477.9312,209101.495,206632.8529,204036.0961,200822.8135,197675.2183,194593.9096,191601.9708,188651.3664,186350.529,184726.2993,183153.0333,180933.6196,178304.2886,175692.0744,173198.8988,170394.0482,167628.0286,165280.3516,164141.6923,163619.6225,163133.3278,162308.2436,161527.298,160973.2247,160218.8781,159215.9721,157893.42,156603.952,155191.0052,153443.8218,151536.2033,149496.2896,147585.9299,145953.386,144568.128,143287.9544,141959.9398,140580.5795,139432.9816,138613.2347,138269.4499,138296.8264,138462.5484,138779.2692,138953.97,139235.879,139632.661,140510.4641,141753.8131,143075.0473,144331.2418,145418.5116,146615.7003,147811.5841,148982.4646,150025.913,150544.9958,150625.8588,150796.9549,151733.0014,153413.4094,155308.0822,156962.9301,158491.3926,159817.9045,161099.0446,162074.2367,162898.4528,163522.7462,164073.3649,164504.5652,165203.2151,166129.4411,167104.8424,167948.7564,168545.5041,169033.3497,169284.6202,169729.6424,170179.0977,170934.5372,171792.5305,172882.7087,173994.9896,175100.8474,176055.1613,176930.5863,177751.9865,178595.1703,179425.6459,180133.118,180861.6997,181866.9609,182817.9341,183547.6011,184034.5873,184508.3909,185040.3566,185473.587,185997.8575,186663.1648,187483.8353,188332.7505,189181.8836,190199.9284,191392.7557,192642.1664,193774.8144,194635.4597,195478.8429,196282.1168,197183.8038,198087.6659,198962.6165,199817.7493,200653.8467,201741.8535,203029.2503,204514.3798,205621.3702,206674.234,207656.1449,208926.052,210167.1022,211390.8425,212384.7518,213382.6164,214334.657,215787.7896,217701.9112,219784.5385,221490.2988,222734.5822,223954.623,225118.3615,226415.9661,227628.0573,228977.8009,230368.3955,231905.3561,233745.8075,235673.6623,237643.5752,239417.8922,240570.6883,241494.7351,242802.7711,245265.5068,248979.4683,253067.2763,257404.4089,261650.6876,266024.8944,270840.3117,276209.299,282252.5643,289013.8943,296378.1794,303398.0747,309160.5633,313474.221,317191.5342,320980.7283,324812.4278,329102.344,334189.3428,340457.3563,347645.8502,354669.3459,360890.3897,364079.3419,363899.1163,360766.6922,357268.7715,353657.9914,350345.8303,347055.2852,344498.5419,343108.3368,343203.3533,344744.6307,346972.3613,349085.2188,350986.8138,352427.6066,193011.006,179632.5096,1.234981743,61993.21978,146494.4955,179010.4081,220380.7044,1.234981743,364079.3419,0.00%
4,CA,191034.2717,191428.6978,191948.5774,193112.1412,194474.1976,196070.0946,197864.3148,199889.3346,202005.5109,204053.857,206108.9695,208131.7813,210046.1817,211979.5822,214098.8521,216538.5951,218897.2584,220955.5443,222872.3889,224781.7683,226658.799,228311.6979,229780.6906,231046.4228,232022.0979,232968.813,233993.1711,235358.4846,236909.633,238674.3865,240768.2445,243058.4062,245405.8157,247667.1325,250000.123,252357.1132,254616.929,256797.205,259075.593,261676.2112,264395.4694,267049.9577,269698.3171,272559.122,275726.9799,278903.6594,281889.218,284603.0519,287358.8126,290488.4588,293978.3674,298002.6938,302562.2178,307692.8204,313401.5546,319038.9954,324651.0957,330055.9519,335439.5454,340693.0754,345484.7712,350228.4044,355303.0876,361016.0781,367035.4724,373011.8084,378848.9712,384210.786,389139.6372,393670.1741,397671.843,401158.6326,403902.0245,406378.4858,408740.7201,411016.3863,413009.2982,414051.032,414350.8223,413732.7005,412478.9868,410544.267,408462.9298,406374.5726,404554.8777,403101.4189,401953.4403,400479.7909,398141.4343,395267.2151,391999.7511,388660.6333,385012.5995,381007.9075,376473.0665,371136.0986,365663.0423,359765.2669,353032.4114,345843.7247,338532.0452,331729.8628,324665.2712,317545.4957,310540.544,304005.6934,297573.8419,292102.4957,286969.1018,282903.7632,278777.9512,274815.594,271208.7175,268402.1857,266380.893,264391.9829,262279.9169,260643.6302,260448.3499,261090.9697,262086.6667,262667.2344,263683.4521,264738.6894,265494.802,265405.121,264609.799,263619.2624,262346.5895,260845.2802,259113.7735,257475.1697,255867.4789,254256.9297,252563.6929,250852.9247,248803.8326,246992.182,245443.7305,243825.3095,242059.1102,240215.1851,239072.6468,238334.0269,238008.229,237858.0499,237882.763,238193.8093,238887.4994,240016.5895,241116.797,242688.0284,244766.6463,247695.6026,250918.1309,254420.0699,257810.1771,260880.8559,263723.5658,267207.2613,271778.208,277016.6436,281600.1951,285683.4727,289618.4198,293965.3842,297930.7515,301207.7967,303872.829,306277.1589,308829.8959,311595.0246,314536.8753,316823.2403,318230.0405,319193.2043,320773.1752,323032.8578,325809.439,328542.9182,331014.8715,333213.054,335080.1634,337079.2107,339305.1664,341452.938,343237.5511,344996.8085,347346.2223,350379.7953,353349.9667,356089.9227,359293.7742,362788.0053,365709.0859,367719.011,368939.4783,370243.3805,370935.2224,371507.784,371898.0309,373139.5585,375078.2697,377786.3964,380973.1721,384490.582,387958.4446,391158.6268,393650.388,396072.9317,397734.4465,399432.3289,401324.4541,404292.5085,407545.2697,411230.5623,415130.535,419333.9667,423239.2635,426753.1635,430128.2107,432775.9845,434678.9582,436103.2808,437454.7763,439004.1371,440041.6117,440637.9567,440855.2353,440988.6551,441545.4952,442197.2472,442886.7564,443339.407,443803.5908,444599.6867,445619.7238,446940.7681,448611.4117,450350.1601,452178.5548,454075.7056,456370.5735,458265.3582,458433.3696,457497.1012,457297.3241,459851.8046,465491.4239,472728.3748,480935.0858,488802.9562,495879.5615,502547.3364,509345.9755,517446.2981,526786.4825,536375.3469,544787.6544,550292.1936,553625.9969,556535.9003,560708.1379,565945.7907,573845.1798,584041.7355,596679.1426,607847.6795,616085.2666,619934.846,618965.7352,613681.878,606244.2469,599628.2618,594460.6871,590069.6481,584974.4146,580465.3306,577849.3469,578065.115,580443.6775,583832.7299,587943.8345,592260.7848,596081.5369,353099.6083,338918.6058,0.706550032,110408.2989,261090.9697,337805.6279,412744.1425,0.706550032,619934.846,0.00%
5,CO,183809.3439,184082.1383,184376.2827,185087.1841,185977.4169,187059.9985,188244.3055,189501.9525,190732.0715,191858.1164,192864.5378,193844.258,194846.2337,195839.859,196846.6855,197819.985,198824.6028,199714.5711,200594.2197,201412.3273,202206.6598,202942.3366,203589.8468,204167.2776,204556.1747,204892.7035,205287.0179,205790.0144,206388.7292,206931.3912,207451.1206,207920.1358,208439.5219,208995.2056,209407.091,209644.6959,209753.5031,209896.7366,210134.5799,210430.1021,210657.4972,210944.8015,211174.5792,211621.1722,212086.492,212609.1688,213002.5628,213338.175,213681.4106,214118.874,214631.2771,215184.2398,215845.3917,216566.5645,217297.0849,218019.8046,218768.4728,219595.3532,220389.1566,221071.9658,221725.7268,222384.2888,223236.1595,224245.2121,225405.9243,226690.8152,228027.2192,229600.6788,231366.3486,233144.0046,234709.498,236355.1033,237926.9608,239255.9629,240543.1431,241906.0205,243003.4614,243929.4116,244659.0334,245668.6941,246868.6043,248101.5331,249024.4391,249735.5102,250375.1387,251169.4337,252090.6985,253100.6592,254168.4999,255253.6084,256321.9172,257480.5668,258621.2206,259863.6372,260754.4365,261489.9075,261765.3372,262044.6867,262077.6948,262115.5295,262045.0356,261907.8133,261673.9611,261306.3973,260199.6818,259052.9842,257878.9788,256749.1728,256253.6294,255687.3979,254947.3452,254107.9811,253346.6024,252731.4257,252160.2563,251400.8823,250245.0347,249155.5118,248372.073,248310.8141,248560.1124,248836.2208,249059.2631,248913.2018,248316.9494,247079.3094,245898.4533,244716.2749,243734.7239,242775.3252,242020.4823,241080.7961,239940.172,238644.5256,237590.1029,236739.8855,235884.096,234981.8368,233870.4145,232975.6137,232310.6131,231898.2667,231686.9261,231806.8456,232423.203,233262.1475,234231.7152,235094.678,236041.8144,237005.4898,238065.728,239157.8408,240281.6379,241279.6512,242254.9561,243224.4654,244510.6781,245750.1472,246838.807,247787.556,249085.3915,250776.8476,252555.8897,254315.5844,255910.5107,257470.6706,258612.5821,259541.1041,260265.2946,261191.5452,262271.8419,263676.6328,265205.7178,266659.7863,268011.6216,269117.8914,270301.0737,271505.09,272949.0595,274530.998,276369.4413,278426.6425,280571.1982,282577.3884,284449.3238,286222.4576,288108.4921,290335.6936,292791.6168,295286.3906,297570.2106,299680.8641,301937.2506,304242.267,306495.4353,308665.3055,310673.4147,312515.6319,313986.3967,315266.7724,316740.468,318583.6062,320888.9196,323339.3195,325614.8976,328188.2006,330786.7147,333571.8081,335840.7897,337963.2082,339787.9892,341428.1015,343015.4773,344619.5431,346326.5194,348270.7092,350372.8221,352522.29,354749.7287,356867.2551,359109.0743,361261.5903,363772.3553,366235.7808,368444.953,370230.1416,371817.0514,373317.6923,374706.3872,376209.1495,378054.6617,379995.143,381411.5536,382576.1435,383727.1692,385262.2098,386657.6601,388024.2432,389575.7464,391348.2304,393172.6519,395111.4427,397248.9451,399638.2555,400853.9802,401168.2049,401544.1777,403629.7377,407858.4345,413717.7268,420805.5461,428247.7674,435326.0696,442464.485,450114.5011,459032.1153,469503.9945,480362.6282,489793.1353,496854.1311,502489.3923,508513.9999,515513.714,523096.9896,531918.785,542383.6285,554986.6079,567862.1599,579278.8962,587346.8588,590068.6684,587894.4965,583081.8199,579615.5697,576984.8168,574472.8679,571129.2135,568541.1394,566480.8818,566184.4897,566996.3342,569802.4244,572915.6328,575941.0653,578476.9093,297764.2229,255100.4768,1.441584064,105940.1401,231806.8456,254631.4648,342221.7894,1.441584064,590068.6684,0.00%
